Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,collection_site_id,concentration_method,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,extraction_control,extraction_method,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,purpose_of_ww_sampling,purpose_of_ww_sequencing,ReleaseDate,create_date,version,Sample Name,sequenced_by,SRA Study,ww_population,ww_population_source,ww_sample_duration,ww_sample_matrix,ww_sample_site,ww_sample_type,ww_surv_system_sample_id,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_known_present,ww_surv_target_1,ww_surv_target_1_conc,ww_flow,instantaneous_flow,amplicon_PCR_primer_scheme (run),replicate
SRR27212792,AMPLICON,245,75505627,PRJNA850375,SAMN38843544,SARS-CoV-2: wastewater surveillance,40858658,CDPHE-COVID,CDPHE,2023-11-02,GS,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX22891706,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Garfield\, county",Illumina MiSeq,wastewater,GS20231102,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-12-14T00:00:00Z,2023-12-14T19:04:00Z,2,GS20231102,CDPHE,SRP393881,16714,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,GS20231102,copies/L,N2,no,SARS-CoV-2,"21,000",0.67,NaN,,
SRR27212793,AMPLICON,244,95545626,PRJNA850375,SAMN38843543,SARS-CoV-2: wastewater surveillance,52503095,CDPHE-COVID,CDPHE,2023-11-02,PC,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX22891705,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Douglas\, county",Illumina MiSeq,wastewater,PC20231102,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-12-14T00:00:00Z,2023-12-14T19:05:00Z,2,PC20231102,CDPHE,SRP393881,34786,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,PC20231102,copies/L,N2,no,SARS-CoV-2,"19,000",5.592,NaN,,
SRR27212794,AMPLICON,242,66482888,PRJNA850375,SAMN38843542,SARS-CoV-2: wastewater surveillance,35964919,CDPHE-COVID,CDPHE,2023-11-02,LA,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX22891704,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Larimer\, county",Illumina MiSeq,wastewater,LA20231102,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-12-14T00:00:00Z,2023-12-14T19:05:00Z,2,LA20231102,CDPHE,SRP393881,66429,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,LA20231102,copies/L,N2,no,SARS-CoV-2,"43,000",5.86,NaN,,
SRR27212795,AMPLICON,238,104502583,PRJNA850375,SAMN38843541,SARS-CoV-2: wastewater surveillance,57658551,CDPHE-COVID,CDPHE,2023-11-02,WP,innovaprep ultrafiltration,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22891703,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Teller\, county",Illumina MiSeq,wastewater,WP20231102,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-12-14T00:00:00Z,2023-12-14T19:05:00Z,2,WP20231102,CDPHE,SRP393881,6379,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,WP20231102,copies/L,N2,no,SARS-CoV-2,"11,000",.599 mgd,NaN,,
SRR27212796,AMPLICON,247,76525517,PRJNA850375,SAMN38843540,SARS-CoV-2: wastewater surveillance,42984834,CDPHE-COVID,CDPHE,2023-11-06,PG,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX22891702,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Archuleta\, county",Illumina MiSeq,wastewater,PG20231106,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-12-14T00:00:00Z,2023-12-14T18:48:00Z,1,PG20231106,CDPHE,SRP393881,27857,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,PG20231106,copies/L,N2,no,SARS-CoV-2,"100,000",0.941606,NaN,,
SRR27212797,AMPLICON,241,101888438,PRJNA850375,SAMN38843539,SARS-CoV-2: wastewater surveillance,54452569,CDPHE-COVID,CDPHE,2023-11-02,LJ,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX22891701,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Otero\, county",Illumina MiSeq,wastewater,LJ20231102,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-12-14T00:00:00Z,2023-12-14T19:05:00Z,2,LJ20231102,CDPHE,SRP393881,29643,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,LJ20231102,copies/L,N2,no,SARS-CoV-2,"44,000",0.884,NaN,,
SRR27212798,AMPLICON,245,75724888,PRJNA850375,SAMN38843538,SARS-CoV-2: wastewater surveillance,41566730,CDPHE-COVID,CDPHE,2023-11-02,SP,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX22891700,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Adams\, county",Illumina MiSeq,wastewater,SP20231102,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-12-14T00:00:00Z,2023-12-14T19:05:00Z,2,SP20231102,CDPHE,SRP393881,54561,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SP20231102,copies/L,N2,no,SARS-CoV-2,"25,000",3.89,NaN,,
SRR27212799,AMPLICON,240,104391698,PRJNA850375,SAMN38843537,SARS-CoV-2: wastewater surveillance,57181719,CDPHE-COVID,CDPHE,2023-11-02,TP,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX22891699,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, El Paso\, county",Illumina MiSeq,wastewater,TP20231102,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-12-14T00:00:00Z,2023-12-14T19:07:00Z,2,TP20231102,CDPHE,SRP393881,4779,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,TP20231102,copies/L,N2,no,SARS-CoV-2,"9,600",0.221,NaN,,
SRR27212800,AMPLICON,245,102752377,PRJNA850375,SAMN38843536,SARS-CoV-2: wastewater surveillance,56700416,CDPHE-COVID,CDPHE,2023-11-02,LC,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX22891698,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Larimer Weld\, county",Illumina MiSeq,wastewater,LC20231102,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-12-14T00:00:00Z,2023-12-14T19:06:00Z,2,LC20231102,CDPHE,SRP393881,7946,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,LC20231102,copies/L,N2,no,SARS-CoV-2,"1,900",1.128,NaN,,
SRR27212801,AMPLICON,244,73437233,PRJNA850375,SAMN38843527,SARS-CoV-2: wastewater surveillance,39862609,CDPHE-COVID,CDPHE,2023-11-02,SV,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX22891697,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Pitkin\, county",Illumina MiSeq,wastewater,SV20231102,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-12-14T00:00:00Z,2023-12-14T19:08:00Z,2,SV20231102,CDPHE,SRP393881,17571,census blocks clipped to wastewater service area polygon,missing,raw wastewater,wastewater treatment plant,missing,SV20231102,copies/L,N2,no,SARS-CoV-2,"52,000",0.401,NaN,,
SRR27212802,AMPLICON,244,74323195,PRJNA850375,SAMN38843526,SARS-CoV-2: wastewater surveillance,39448929,CDPHE-COVID,CDPHE,2023-11-02,AL,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX22891696,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Alamosa\, county",Illumina MiSeq,wastewater,AL20231102,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-12-14T00:00:00Z,2023-12-14T19:08:00Z,2,AL20231102,CDPHE,SRP393881,18364,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,AL20231102,copies/L,N2,no,SARS-CoV-2,"50,000",1.026,NaN,,
SRR33846116,AMPLICON,240,254139117,PRJNA850375,SAMN48916595,SARS-CoV-2: wastewater surveillance,89836814,CDPHE-COVID,CDPHE,2025-05-27,UB,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX29066545,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Summit County",NextSeq 2000,wastewater,UB20250527,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2025-06-05T00:00:00Z,2025-06-05T14:17:00Z,2,UB20250527,CDPHE,SRP393881,35643,census blocks clipped to wastewater service area polygon,24,raw wastewater,wastewater treatment plant,composite,UB20250527,copies/L,N2,yes,SARS-CoV-2,11000.0,1.59,,ARTIC V5.3.2,
SRR33846117,AMPLICON,238,257765516,PRJNA850375,SAMN48916594,SARS-CoV-2: wastewater surveillance,91894622,CDPHE-COVID,CDPHE,2025-05-26,TR,Ceres Nanosciences Nanotrap,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29066544,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, San Miguel County",NextSeq 2000,wastewater,TR20250526,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2025-06-05T00:00:00Z,2025-06-05T14:17:00Z,2,TR20250526,CDPHE,SRP393881,15000,census blocks clipped to wastewater service area polygon,24,raw wastewater,wastewater treatment plant,composite,TR20250526,copies/L,N2,yes,SARS-CoV-2,1090.0,0.974,,ARTIC V5.3.2,
SRR33846118,AMPLICON,238,247239208,PRJNA850375,SAMN48916593,SARS-CoV-2: wastewater surveillance,87540939,CDPHE-COVID,CDPHE,2025-05-26,SR,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX29066543,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Arapahoe County",NextSeq 2000,wastewater,SR20250526,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2025-06-05T00:00:00Z,2025-06-05T14:17:00Z,2,SR20250526,CDPHE,SRP393881,247443,census blocks clipped to wastewater service area polygon,24,raw wastewater,wastewater treatment plant,composite,SR20250526,copies/L,N2,yes,SARS-CoV-2,5460.0,23.6,,ARTIC V5.3.2,
SRR33846119,AMPLICON,245,208463773,PRJNA850375,SAMN48916592,SARS-CoV-2: wastewater surveillance,74286043,CDPHE-COVID,CDPHE,2025-05-27,SO,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX29066542,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Pueblo County",NextSeq 2000,wastewater,SO20250527,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2025-06-05T00:00:00Z,2025-06-05T14:17:00Z,2,SO20250527,CDPHE,SRP393881,96515,census blocks clipped to wastewater service area polygon,24,raw wastewater,wastewater treatment plant,composite,SO20250527,copies/L,N2,yes,SARS-CoV-2,548.0,12.148,,ARTIC V5.3.2,
SRR33846120,AMPLICON,246,242338594,PRJNA850375,SAMN48916591,SARS-CoV-2: wastewater surveillance,85257890,CDPHE-COVID,CDPHE,2025-05-27,SM,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX29066541,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Denver County",NextSeq 2000,wastewater,SM20250527,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2025-06-05T00:00:00Z,2025-06-05T14:17:00Z,2,SM20250527,CDPHE,SRP393881,345454,census blocks clipped to wastewater service area polygon,24,raw wastewater,wastewater treatment plant,composite,SM20250527,copies/L,N2,yes,SARS-CoV-2,9290.0,31.07,,ARTIC V5.3.2,
SRR33846121,AMPLICON,241,269907637,PRJNA850375,SAMN48916590,SARS-CoV-2: wastewater surveillance,95635974,CDPHE-COVID,CDPHE,2025-05-26,SJ,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX29066540,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Weld County",NextSeq 2000,wastewater,SJ20250526,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2025-06-05T00:00:00Z,2025-06-05T14:17:00Z,2,SJ20250526,CDPHE,SRP393881,83319,census blocks clipped to wastewater service area polygon,24,raw wastewater,wastewater treatment plant,composite,SJ20250526,copies/L,N2,yes,SARS-CoV-2,1640.0,7.7,,ARTIC V5.3.2,
SRR33846122,AMPLICON,244,245257738,PRJNA850375,SAMN48916589,SARS-CoV-2: wastewater surveillance,87288235,CDPHE-COVID,CDPHE,2025-05-27,SA,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX29066539,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Arapahoe County",NextSeq 2000,wastewater,SA20250527,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2025-06-05T00:00:00Z,2025-06-05T14:17:00Z,2,SA20250527,CDPHE,SRP393881,268004,census blocks clipped to wastewater service area polygon,24,raw wastewater,wastewater treatment plant,composite,SA20250527,copies/L,N2,yes,SARS-CoV-2,4380.0,4.7519,,ARTIC V5.3.2,
SRR33846123,AMPLICON,243,276366931,PRJNA850375,SAMN48916588,SARS-CoV-2: wastewater surveillance,97794014,CDPHE-COVID,CDPHE,2025-05-27,NT,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX29066538,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Weld County",NextSeq 2000,wastewater,NT20250527,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2025-06-05T00:00:00Z,2025-06-05T14:17:00Z,2,NT20250527,CDPHE,SRP393881,40071,census blocks clipped to wastewater service area polygon,24,raw wastewater,wastewater treatment plant,composite,NT20250527,copies/L,N2,yes,SARS-CoV-2,2190.0,11.97,,ARTIC V5.3.2,
SRR33846124,AMPLICON,245,198863573,PRJNA850375,SAMN48916601,SARS-CoV-2: wastewater surveillance,70701687,CDPHE-COVID,CDPHE,2025-05-27,LJ,Ceres Nanosciences Nanotrap,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29066537,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Otero County",NextSeq 2000,wastewater,LJ20250527,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2025-06-05T00:00:00Z,2025-06-05T14:17:00Z,2,LJ20250527,CDPHE,SRP393881,29643,census blocks clipped to wastewater service area polygon,24,raw wastewater,wastewater treatment plant,composite,LJ20250527,copies/L,N2,yes,SARS-CoV-2,546.0,0.937,,ARTIC V5.3.2,
SRR33846125,AMPLICON,238,188363667,PRJNA850375,SAMN48916600,SARS-CoV-2: wastewater surveillance,66961063,CDPHE-COVID,CDPHE,2025-05-27,SN,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX29066536,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Denver County",NextSeq 2000,wastewater,SN20250527,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2025-06-05T00:00:00Z,2025-06-05T14:18:00Z,2,SN20250527,CDPHE,SRP393881,709904,census blocks clipped to wastewater service area polygon,24,raw wastewater,wastewater treatment plant,composite,SN20250527,copies/L,N2,yes,SARS-CoV-2,16300.0,62.84,,ARTIC V5.3.2,
SRR33846126,AMPLICON,239,195383705,PRJNA850375,SAMN48916599,SARS-CoV-2: wastewater surveillance,69042441,CDPHE-COVID,CDPHE,2025-05-27,SK,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX29066535,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Boulder County",NextSeq 2000,wastewater,SK20250527,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2025-06-05T00:00:00Z,2025-06-05T14:17:00Z,2,SK20250527,CDPHE,SRP393881,75544,census blocks clipped to wastewater service area polygon,24,raw wastewater,wastewater treatment plant,composite,SK20250527,copies/L,N2,yes,SARS-CoV-2,13700.0,7.58,,ARTIC V5.3.2,
SRR33846127,AMPLICON,237,261465782,PRJNA850375,SAMN48916598,SARS-CoV-2: wastewater surveillance,92763494,CDPHE-COVID,CDPHE,2025-05-27,SE,Ceres Nanosciences Nanotrap,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29066534,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, El Paso County",NextSeq 2000,wastewater,SE20250527,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2025-06-05T00:00:00Z,2025-06-05T14:18:00Z,2,SE20250527,CDPHE,SRP393881,303855,census blocks clipped to wastewater service area polygon,24,raw wastewater,wastewater treatment plant,composite,SE20250527,copies/L,N2,yes,SARS-CoV-2,1910.0,33.7,,ARTIC V5.3.2,
SRR33846128,AMPLICON,240,199607790,PRJNA850375,SAMN48916597,SARS-CoV-2: wastewater surveillance,71002633,CDPHE-COVID,CDPHE,2025-05-27,SD,Ceres Nanosciences Nanotrap,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29066533,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, El Paso County",NextSeq 2000,wastewater,SD20250527,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2025-06-05T00:00:00Z,2025-06-05T14:18:00Z,2,SD20250527,CDPHE,SRP393881,102204,census blocks clipped to wastewater service area polygon,24,raw wastewater,wastewater treatment plant,composite,SD20250527,copies/L,N2,no,SARS-CoV-2,0.0,6,,ARTIC V5.3.2,
SRR33846129,AMPLICON,242,198190052,PRJNA850375,SAMN48916596,SARS-CoV-2: wastewater surveillance,69984065,CDPHE-COVID,CDPHE,2025-05-27,SB,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX29066532,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Boulder County",NextSeq 2000,wastewater,SB20250527,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2025-06-05T00:00:00Z,2025-06-05T14:17:00Z,2,SB20250527,CDPHE,SRP393881,89383,census blocks clipped to wastewater service area polygon,24,raw wastewater,wastewater treatment plant,composite,SB20250527,copies/L,N2,yes,SARS-CoV-2,9870.0,13.8,,ARTIC V5.3.2,
SRR33846130,AMPLICON,241,278424025,PRJNA850375,SAMN48916587,SARS-CoV-2: wastewater surveillance,98777624,CDPHE-COVID,CDPHE,2025-05-27,GS,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX29066531,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Garfield County",NextSeq 2000,wastewater,GS20250527,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2025-06-05T00:00:00Z,2025-06-05T14:18:00Z,2,GS20250527,CDPHE,SRP393881,16714,census blocks clipped to wastewater service area polygon,24,raw wastewater,wastewater treatment plant,composite,GS20250527,copies/L,N2,yes,SARS-CoV-2,1640.0,0.741339,,ARTIC V5.3.2,
SRR33846131,AMPLICON,246,237928486,PRJNA850375,SAMN48916586,SARS-CoV-2: wastewater surveillance,83817999,CDPHE-COVID,CDPHE,2025-05-27,AL,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX29066530,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Alamosa County",NextSeq 2000,wastewater,AL20250527,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2025-06-05T00:00:00Z,2025-06-05T14:18:00Z,2,AL20250527,CDPHE,SRP393881,18364,census blocks clipped to wastewater service area polygon,24,raw wastewater,wastewater treatment plant,composite,AL20250527,copies/L,N2,yes,SARS-CoV-2,28500.0,1.281,,ARTIC V5.3.2,
SRR27421881,AMPLICON,230,109382503,PRJNA850375,SAMN39225066,SARS-CoV-2: wastewater surveillance,39842196,CDPHE-COVID,CDPHE,2023-12-04,LF,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23096540,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Boulder\, county",NextSeq 2000,wastewater,LF20231204,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-01-05T00:00:00Z,2024-01-05T01:35:00Z,1,LF20231204,CDPHE,SRP393881,31429,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,LF20231204,copies/L,N2,no,SARS-CoV-2,"90,000",2.189,NaN,,
SRR27421882,AMPLICON,224,59898928,PRJNA850375,SAMN39225065,SARS-CoV-2: wastewater surveillance,21984434,CDPHE-COVID,CDPHE,2023-12-03,SO,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23096539,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Pueblo\, county",NextSeq 2000,wastewater,SO20231203,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-01-05T00:00:00Z,2024-01-05T01:34:00Z,1,SO20231203,CDPHE,SRP393881,96515,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SO20231203,copies/L,N2,no,SARS-CoV-2,"15,000",11.804,NaN,,
